,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,row_id
7727,Resort Hotel,72,2016,April,15,9,2,6,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,36.0,0,0,0,7727
7728,City Hotel,43,2017,March,10,10,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,72.0,0,1,1,7728
7729,Resort Hotel,471,2017,May,20,20,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,47.0,0,0,1,7729
7730,City Hotel,330,2015,September,37,12,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,0,Transient-Party,62.0,0,0,1,7730
7731,City Hotel,18,2016,January,3,15,2,3,2,0.0,0,BB,IRQ,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,89.0,0,1,0,7731
7732,City Hotel,23,2016,April,18,29,1,2,2,0.0,1,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,137.67,0,2,1,7732
7733,City Hotel,92,2016,July,31,28,0,3,2,0.0,0,BB,PAK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,121.8,0,0,1,7733
7734,City Hotel,57,2016,June,24,10,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,90.67,0,1,0,7734
7735,City Hotel,70,2016,June,23,3,0,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,100.0,0,0,0,7735
7736,City Hotel,74,2017,March,10,11,2,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,74.8,0,0,0,7736
7737,Resort Hotel,115,2015,September,39,24,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,48.54,0,0,0,7737
7738,City Hotel,93,2016,July,30,18,1,0,2,1.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,109.35,0,0,1,7738
7739,City Hotel,182,2016,October,42,12,0,1,1,0.0,0,BB,DNK,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,120.0,0,0,0,7739
7740,Resort Hotel,80,2016,April,15,7,0,3,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,68.0,0,0,0,7740
7741,City Hotel,197,2016,June,23,3,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,25,Transient,80.0,0,0,1,7741
7742,Resort Hotel,24,2015,October,44,26,7,15,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,E,G,2,No Deposit,0,Transient-Party,52.2,1,0,0,7742
7743,City Hotel,158,2017,March,13,27,1,1,1,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,95.0,0,0,0,7743
7744,City Hotel,183,2016,October,44,29,2,1,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.1,0,2,1,7744
7745,City Hotel,358,2015,October,41,10,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,62.0,0,0,1,7745
7746,Resort Hotel,23,2016,March,11,6,2,2,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,50.0,1,2,0,7746
7747,City Hotel,37,2016,March,13,24,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,126.6,1,1,0,7747
7748,City Hotel,7,2017,June,24,14,0,1,2,1.0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,1,No Deposit,0,Transient,0.0,0,2,0,7748
7749,City Hotel,27,2015,July,31,27,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient-Party,62.0,0,0,1,7749
7750,Resort Hotel,257,2016,August,33,8,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,156.0,0,1,1,7750
7751,City Hotel,346,2016,September,38,13,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,115.0,0,1,0,7751
7752,City Hotel,422,2016,September,38,16,0,2,2,0.0,0,HB,FRA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,379,Transient-Party,90.0,0,1,0,7752
7753,City Hotel,3,2017,February,5,4,2,5,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,74.8,0,0,0,7753
7754,Resort Hotel,3,2015,October,43,19,1,4,1,0.0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,0,Transient,58.4,0,0,0,7754
7755,City Hotel,3,2015,September,38,14,2,5,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,90.0,0,0,0,7755
7756,City Hotel,24,2016,June,25,13,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,107.1,0,1,0,7756
7757,City Hotel,64,2017,March,11,17,1,2,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,144.0,0,0,1,7757
7758,City Hotel,257,2015,July,27,1,0,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,80.0,0,0,0,7758
7759,City Hotel,386,2016,July,31,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0,1,7759
7760,City Hotel,461,2016,October,42,13,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,59.0,0,0,1,7760
7761,City Hotel,14,2017,February,9,28,0,2,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,146.0,0,0,0,7761
7762,Resort Hotel,5,2017,February,9,26,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,75.2,0,2,0,7762
7763,Resort Hotel,52,2017,July,30,29,2,2,2,1.0,0,BB,MAR,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,237.5,0,0,1,7763
7764,City Hotel,391,2016,August,32,4,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0,1,7764
7765,City Hotel,71,2016,June,25,14,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,120.0,0,0,1,7765
7766,City Hotel,33,2016,January,3,12,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,55.59,0,0,0,7766
7767,City Hotel,524,2016,December,51,15,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.8,0,0,1,7767
7768,Resort Hotel,8,2016,December,50,10,1,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,0,No Deposit,0,Transient,0.0,0,1,0,7768
7769,City Hotel,226,2016,July,30,22,0,2,2,0.0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,96,Transient-Party,76.5,0,1,0,7769
7770,Resort Hotel,20,2017,April,14,2,1,0,2,0.0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,48.0,0,0,0,7770
7771,City Hotel,134,2017,May,21,26,1,2,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,172.8,0,1,0,7771
7772,City Hotel,423,2017,July,29,22,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,80.0,0,0,1,7772
7773,Resort Hotel,41,2015,November,46,12,1,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,1,No Deposit,0,Transient-Party,52.2,0,0,1,7773
7774,City Hotel,102,2017,March,11,18,2,5,3,0.0,0,BB,IRN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,134.3,0,2,0,7774
7775,City Hotel,198,2016,October,43,22,2,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.75,0,0,0,7775
7776,City Hotel,23,2016,December,50,8,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,108.67,0,1,0,7776
7777,City Hotel,315,2016,September,40,30,1,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,69,Transient,160.0,0,0,1,7777
7778,City Hotel,349,2016,October,41,4,1,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,162,Transient-Party,123.33,0,0,0,7778
7779,City Hotel,71,2017,January,1,2,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,102.6,0,2,1,7779
7780,City Hotel,144,2016,September,36,1,0,3,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,149.4,0,2,0,7780
7781,City Hotel,129,2017,June,25,24,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,130.0,0,0,1,7781
7782,City Hotel,164,2015,October,40,2,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,100.0,0,0,0,7782
7783,Resort Hotel,94,2016,September,40,29,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,125.0,1,1,0,7783
7784,City Hotel,92,2015,October,41,7,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,58,Transient-Party,70.0,0,0,0,7784
7785,City Hotel,451,2016,May,21,16,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,60.0,0,0,1,7785
7786,City Hotel,61,2017,January,4,25,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,80.0,0,0,1,7786
7787,Resort Hotel,326,2016,September,38,12,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,53.54,0,0,0,7787
7788,City Hotel,93,2016,May,21,21,2,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,119.85,0,0,1,7788
7789,City Hotel,66,2017,May,19,11,0,3,2,0.0,0,BB,ISL,Direct,Direct,0,0,0,G,G,0,No Deposit,0,Transient,295.0,0,0,0,7789
7790,City Hotel,258,2016,October,43,16,1,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,110.0,0,0,1,7790
7791,City Hotel,423,2017,July,29,22,1,1,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,95.5,0,0,0,7791
7792,Resort Hotel,51,2017,August,35,27,2,0,2,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,290.0,0,1,1,7792
7793,City Hotel,153,2016,July,30,23,2,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,99.45,0,1,0,7793
7794,Resort Hotel,275,2015,October,41,4,2,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,26,0,A,A,0,Non Refund,0,Transient,50.0,0,0,1,7794
7795,City Hotel,79,2017,May,18,1,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,98.1,0,1,0,7795
7796,City Hotel,297,2016,May,20,14,1,1,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,236,Transient-Party,65.0,0,0,0,7796
7797,Resort Hotel,165,2017,July,30,23,2,3,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,200.0,0,0,1,7797
7798,City Hotel,175,2016,August,36,31,0,4,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,112.63,0,0,1,7798
7799,Resort Hotel,272,2016,August,35,25,2,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,129.6,0,0,0,7799
7800,City Hotel,28,2017,April,17,29,0,1,2,0.0,0,SC,HKG,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,115.0,0,3,0,7800
7801,City Hotel,59,2017,May,21,26,0,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,136.0,0,0,0,7801
7802,Resort Hotel,183,2016,August,34,19,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,92.1,0,1,0,7802
7803,City Hotel,30,2015,September,40,30,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,121.0,0,0,1,7803
7804,City Hotel,292,2016,July,30,21,0,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,0,Transient-Party,90.0,0,0,0,7804
7805,City Hotel,33,2016,April,18,30,1,1,3,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,210.6,0,0,1,7805
7806,City Hotel,0,2016,August,34,19,0,1,1,0.0,0,BB,DEU,Direct,Direct,0,0,0,B,B,1,No Deposit,0,Transient,122.43,0,0,0,7806
7807,City Hotel,10,2016,April,17,20,0,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,104.72,0,1,1,7807
7808,City Hotel,21,2017,March,9,1,0,4,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,125.8,0,2,0,7808
7809,Resort Hotel,42,2017,July,28,11,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,I,0,No Deposit,0,Transient,184.0,0,2,0,7809
7810,City Hotel,0,2016,July,30,23,0,1,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,82.66,0,0,0,7810
7811,Resort Hotel,136,2017,June,25,18,2,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,73.5,1,0,0,7811
7812,City Hotel,46,2017,March,12,20,1,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,142.2,0,0,1,7812
7813,Resort Hotel,257,2017,August,33,18,2,5,3,0.0,0,HB,PRT,Direct,Direct,0,0,0,D,D,4,No Deposit,0,Transient,231.6,0,0,1,7813
7814,City Hotel,53,2017,May,22,31,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,84.6,0,0,0,7814
7815,Resort Hotel,132,2016,May,23,29,2,5,1,2.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,0,Contract,71.83,0,1,0,7815
7816,City Hotel,61,2017,January,4,25,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,80.0,0,0,1,7816
7817,City Hotel,10,2016,September,40,30,2,2,2,2.0,0,BB,DEU,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,254.5,0,1,0,7817
7818,City Hotel,62,2016,December,52,24,2,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,79.2,0,1,0,7818
7819,City Hotel,229,2017,August,31,2,0,2,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,123.3,0,1,0,7819
7820,City Hotel,87,2015,September,38,15,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.25,1,2,0,7820
7821,City Hotel,111,2017,May,20,20,1,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,153.0,0,3,0,7821
7822,City Hotel,2,2017,April,17,26,0,1,1,0.0,0,BB,ESP,Aviation,Corporate,0,0,0,D,D,0,No Deposit,0,Transient,110.0,0,0,0,7822
7823,Resort Hotel,129,2015,July,28,10,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,110.7,0,0,0,7823
7824,Resort Hotel,39,2016,March,13,21,1,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,96.8,0,0,1,7824
7825,Resort Hotel,12,2016,October,43,19,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,54.0,0,0,0,7825
7826,Resort Hotel,3,2017,May,20,15,1,0,1,0.0,0,SC,PRT,Corporate,Corporate,0,0,0,A,I,0,No Deposit,0,Transient,0.0,0,0,0,7826
7827,City Hotel,36,2016,June,27,26,2,0,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,94.35,0,0,1,7827
7828,Resort Hotel,101,2016,December,53,31,2,5,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,63.14,0,0,0,7828
7829,City Hotel,12,2016,December,52,21,1,4,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,D,D,1,No Deposit,0,Transient,129.0,0,1,0,7829
7830,City Hotel,7,2017,January,2,8,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,82.88,0,0,0,7830
7831,City Hotel,4,2016,February,7,9,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,86.0,0,0,0,7831
7832,City Hotel,412,2016,August,35,25,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0,1,7832
7833,Resort Hotel,152,2016,April,17,20,0,4,2,0.0,0,BB,IRL,Groups,Direct,0,0,0,A,C,1,No Deposit,0,Transient,49.0,0,1,0,7833
7834,City Hotel,194,2017,May,21,25,0,3,2,0.0,0,BB,PRT,Direct,Direct,1,1,1,D,D,0,No Deposit,0,Transient,104.0,0,0,1,7834
7835,City Hotel,20,2015,September,40,29,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,250.0,0,0,1,7835
7836,City Hotel,135,2017,April,17,24,1,2,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,99.0,0,0,0,7836
7837,City Hotel,3,2015,October,43,19,1,2,2,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,123.0,0,0,0,7837
7838,City Hotel,34,2015,August,32,5,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,62.0,0,0,1,7838
7839,Resort Hotel,200,2016,December,51,17,6,12,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,38.67,0,0,1,7839
7840,Resort Hotel,178,2017,July,29,21,2,5,3,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,179.34,0,2,1,7840
7841,City Hotel,305,2016,October,40,1,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,17,Transient,100.0,0,0,1,7841
7842,Resort Hotel,244,2015,September,36,2,2,5,2,0.0,0,BB,IRL,Groups,TA/TO,0,24,0,A,A,0,No Deposit,0,Transient-Party,8.0,0,0,1,7842
7843,City Hotel,379,2016,July,30,21,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0,1,7843
7844,Resort Hotel,94,2015,September,39,21,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,59.02,0,0,0,7844
7845,City Hotel,3,2016,January,2,5,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,75.0,0,1,0,7845
7846,City Hotel,150,2017,May,22,29,1,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,108.0,0,2,1,7846
7847,City Hotel,19,2017,August,31,1,0,2,1,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,160.0,0,1,0,7847
7848,City Hotel,165,2017,July,30,23,2,2,2,0.0,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,71.1,0,0,0,7848
7849,City Hotel,0,2015,September,39,21,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,0,Contract,155.0,0,1,0,7849
7850,City Hotel,279,2017,April,17,24,1,2,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,109.8,0,1,0,7850
7851,City Hotel,194,2017,April,14,2,2,0,2,1.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,90.0,0,0,0,7851
7852,City Hotel,57,2016,April,17,23,2,1,2,2.0,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,177.3,0,2,0,7852
7853,Resort Hotel,231,2016,September,40,30,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,57.6,0,0,1,7853
7854,City Hotel,85,2016,May,20,14,2,4,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,109.65,0,0,1,7854
7855,Resort Hotel,1,2016,January,5,26,0,0,2,0.0,0,BB,PRT,Direct,Direct,1,0,4,A,D,0,No Deposit,0,Transient,0.0,1,0,0,7855
7856,Resort Hotel,145,2016,August,32,1,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,214.86,0,1,0,7856
7857,Resort Hotel,141,2016,May,23,31,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,E,1,No Deposit,0,Transient,86.7,0,2,0,7857
7858,City Hotel,27,2016,September,39,20,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient-Party,95.0,0,0,0,7858
7859,City Hotel,231,2017,February,5,1,2,4,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,100.3,0,0,1,7859
7860,City Hotel,2,2016,April,15,7,0,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,101.0,0,1,0,7860
7861,City Hotel,32,2015,November,47,20,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,73.0,0,0,0,7861
7862,City Hotel,123,2016,September,39,20,1,5,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,162.0,0,0,1,7862
7863,City Hotel,346,2016,September,38,13,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,115.0,0,1,0,7863
7864,Resort Hotel,9,2016,October,43,21,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,0,Transient,90.0,0,2,0,7864
7865,City Hotel,14,2016,August,36,31,0,1,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,124.0,0,1,0,7865
7866,Resort Hotel,159,2017,March,11,14,6,15,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,61.2,0,1,0,7866
7867,City Hotel,45,2016,July,27,2,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient-Party,101.15,0,0,1,7867
7868,Resort Hotel,173,2016,July,28,4,3,8,2,1.0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,134.85,1,2,0,7868
7869,City Hotel,177,2017,April,15,15,2,1,2,0.0,0,HB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,105.33,0,1,0,7869
7870,City Hotel,257,2015,July,27,1,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,101.5,0,0,0,7870
7871,City Hotel,19,2016,December,53,30,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,148.0,0,0,1,7871
7872,City Hotel,129,2017,April,14,3,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,100.0,0,0,1,7872
7873,City Hotel,136,2016,July,29,11,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,27,E,E,0,No Deposit,0,Transient,106.0,0,0,0,7873
7874,Resort Hotel,2,2016,November,47,19,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,80.0,0,1,0,7874
7875,Resort Hotel,264,2017,August,32,7,1,5,2,0.0,0,BB,ITA,Online TA,TA/TO,1,0,1,E,E,1,No Deposit,0,Transient,204.0,1,2,0,7875
7876,City Hotel,71,2017,January,1,4,0,4,1,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,48.5,0,1,0,7876
7877,City Hotel,112,2015,December,49,4,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,52.85,0,1,0,7877
7878,City Hotel,172,2016,July,30,22,1,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,140.7,1,2,0,7878
7879,Resort Hotel,4,2017,January,2,14,2,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,42.0,0,1,0,7879
7880,City Hotel,47,2017,May,20,15,1,2,1,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,134.5,0,0,0,7880
7881,Resort Hotel,50,2015,August,34,20,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,0,Transient,173.0,0,3,0,7881
